SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,field_length,field_width,field_diag,sample_ms,transect_length ,transect_width,transect_diag,sample_x,sample_y,"x,y",x_ms,y_ms,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,fertility,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC,h_TN,h_TC,moisture_content,dh_TN,dh_TC
5_demultiplex.bc1008--bc1100.hifi_reads,C7,2,sample,8JF.04,8JF.04.18,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,8,3,"8,3",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1008--bc1101.hifi_reads,C8,2,sample,6DA.04,6DA.04.05,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,5,5,"5,5",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1008--bc1105.hifi_reads,C9,2,sample,6DA.04,6DA.04.13,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,3,8,"3,8",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1008--bc1107.hifi_reads,C10,2,farmer_kit,6DA.04,6DA.4.88.FK,88,SFK,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,NA,NA,NA,,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1008--bc1110.hifi_reads,C11,2,sample,6FX.01,6FX.01.08,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,8,8,"8,8",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1008--bc1112.hifi_reads,C12,2,sample,6FX.01,6FX.01.16,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,6,5,"6,5",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1012--bc1076.hifi_reads,D1,2,sample,6DA.03,6DA.03.13,NA,NA,51.130528,-1.46625,391.6,387.3,550.49,50,356.63,353.29,500,3,8,"3,8",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,spring_oats,NA,winter_wheat,NA,OSR,NA,spring_barley,NA,winter_wheat,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Tillage,Loamy,low,7.2,42.2,294,89,19.5,2570.9,4.8,8.3,104,224.5,43.5,0,0.8,18.9,0.283,3.11,3.5,0.293,3.22
5_demultiplex.bc1012--bc1082.hifi_reads,D2,2,farmer_kit,6DA.03,6DA.3.89.FK,89,SFK,51.130528,-1.46625,391.6,387.3,550.49,50,356.63,353.29,500,NA,NA,NA,,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,spring_oats,NA,winter_wheat,NA,OSR,NA,spring_barley,NA,winter_wheat,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Tillage,Loamy,low,7.2,42.2,294,89,19.5,2570.9,4.8,8.3,104,224.5,43.5,0,0.8,18.9,0.283,3.11,3.5,0.293,3.22
5_demultiplex.bc1012--bc1083.hifi_reads,D3,2,sample,MD1.01,MD1.01.08,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,8,8,"8,8",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1012--bc1089.hifi_reads,D4,2,sample,MD1.01,MD1.01.16,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,6,5,"6,5",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1012--bc1096.hifi_reads,D5,2,sample,8JF.04,8JF.04.03,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,3,3,"3,3",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1012--bc1098.hifi_reads,D6,2,sample,8JF.04,8JF.04.11,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,1,10,"1,10",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1012--bc1101.hifi_reads,D8,2,sample,6DA.04,6DA.04.06,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,6,6,"6,6",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1012--bc1105.hifi_reads,D9,2,sample,6DA.04,6DA.04.14,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,4,7,"4,7",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1012--bc1107.hifi_reads,D10,2,sample,6FX.01,6FX.01.01,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,1,1,"1,1",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1012--bc1110.hifi_reads,D11,2,sample,6FX.01,6FX.01.09,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,9,9,"9,9",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1012--bc1112.hifi_reads,D12,2,gt_control,S1,S1,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5_demultiplex.bc1015--bc1076.hifi_reads,E1,2,sample,6DA.03,6DA.03.14,NA,NA,51.130528,-1.46625,391.6,387.3,550.49,50,356.63,353.29,500,4,7,"4,7",,,13,2,2025,01/01/2024,02/05/2025,401,winter_wheat,NA,spring_oats,NA,winter_wheat,NA,OSR,NA,spring_barley,NA,winter_wheat,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Tillage,Loamy,low,7.2,42.2,294,89,19.5,2570.9,4.8,8.3,104,224.5,43.5,0,0.8,18.9,0.283,3.11,3.5,0.293,3.22
5_demultiplex.bc1015--bc1082.hifi_reads,E2,2,sample,MD1.01,MD1.01.01,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,1,1,"1,1",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1015--bc1083.hifi_reads,E3,2,sample,MD1.01,MD1.01.09,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,9,9,"9,9",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1015--bc1089.hifi_reads,E4,2,sample,MD1.01,MD1.01.17,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,7,4,"7,4",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1015--bc1096.hifi_reads,E5,2,sample,8JF.04,8JF.04.04,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,4,4,"4,4",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1015--bc1098.hifi_reads,E6,2,sample,8JF.04,8JF.04.12,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,2,9,"2,9",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1015--bc1100.hifi_reads,E7,2,sample,8JF.04,8JF.04.20,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,10,1,"10,1",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1015--bc1101.hifi_reads,E8,2,sample,6DA.04,6DA.04.07,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,7,7,"7,7",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1015--bc1105.hifi_reads,E9,2,sample,6DA.04,6DA.04.15,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,5,6,"5,6",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1015--bc1107.hifi_reads,E10,2,sample,6FX.01,6FX.01.02,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,2,2,"2,2",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1015--bc1110.hifi_reads,E11,2,sample,6FX.01,6FX.01.10,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,10,10,"10,10",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
5_demultiplex.bc1015--bc1112.hifi_reads,E12,2,gt_control,S2,S2,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5_demultiplex.bc1020--bc1076.hifi_reads,F1,2,sample,6DA.03,6DA.03.15,NA,NA,51.130528,-1.46625,391.6,387.3,550.49,50,356.63,353.29,500,5,6,"5,6",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,spring_oats,NA,winter_wheat,NA,OSR,NA,spring_barley,NA,winter_wheat,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Tillage,Loamy,low,7.2,42.2,294,89,19.5,2570.9,4.8,8.3,104,224.5,43.5,0,0.8,18.9,0.283,3.11,3.5,0.293,3.22
5_demultiplex.bc1020--bc1083.hifi_reads,F3,2,sample,MD1.01,MD1.01.10,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,10,10,"10,10",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1020--bc1089.hifi_reads,F4,2,sample,MD1.01,MD1.01.18,NA,NA,53.1781748,-0.3528241,462.03,402.58,605.13,55,452.04,397.09,550,8,3,"8,3",,,21,1,2025,01/01/2024,21/01/2025,386,group_3,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Tillage,Peaty,low to high,7.6,15.6,285,240,18.2,3607.7,5.9,5.9,45.7,441.6,141.5,0,0.4,27.3,0.509,6.87,4.9,0.533,7.21
5_demultiplex.bc1020--bc1096.hifi_reads,F5,2,sample,8JF.04,8JF.04.05,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,5,5,"5,5",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1020--bc1098.hifi_reads,F6,2,sample,8JF.04,8JF.04.13,NA,NA,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,3,8,"3,8",,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1020--bc1100.hifi_reads,F7,2,farmer_kit,8JF.04,8JF.4.95.FK,95,SFK,53.834361,-0.5275,432.92,293.57,466.33,45,388.86,263.75,450,NA,NA,NA,,,5,2,2025,01/01/2024,02/05/2025,401,wheat,NA,Peas,NA,wheat,NA,wheat,NA,OSR,NA,wheat,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Tillage,Loamy,lime-rich,8,29.2,291,56,54.8,2788.1,5.1,8.3,170.3,119.7,65.1,0,0.9,20.1,0.227,2.72,3.14,0.234,2.81
5_demultiplex.bc1020--bc1101.hifi_reads,F8,2,sample,6DA.04,6DA.04.08,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,8,8,"8,8",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1020--bc1105.hifi_reads,F9,2,sample,6DA.04,6DA.04.16,NA,NA,51.140722,-1.457222,346.65,199.88,394.41,35,338.42,169.9,350,6,5,"6,5",,,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,NA,herbal_ ley,NA,herbal_ley,NA,herbal_ley,NA,spring_barley,NA,grass_ley,NA,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Direct drilling,Loamy,lime-rich,7.5,58.4,414,130,26.3,3215.8,4.3,11.7,175.1,180.8,55.1,0,0.9,24,0.419,4.78,4.03,0.436,4.97
5_demultiplex.bc1020--bc1107.hifi_reads,F10,2,sample,6FX.01,6FX.01.03,NA,NA,52.039222,-0.915806,453.95,219.66,428.64,40,429.27,149.64,400,3,3,"3,3",,,3,3,2025,01/01/2024,03/03/2025,427,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,5.8,26,114,36,16.2,1946.7,4.1,5.9,21.9,461.7,135.9,0,0.2,17.9,0.255,2.56,2.72,0.262,2.62
