SampleID,sequencing_well,batch,project,field,sample_name,fk_num,sampling_method,gps_latitude,gps_longitude,field_length,field_width,field_diag,sample_ms,sample_x,sample_y,"x,y",x_ms,y_ms,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,fertility,soil_ph,available_p,available_k,available_mg,available_na,available_ca,extractable_cu,extractable_zn,extractable_mn,extractable_fe,extractable_so4,extractable_mo,extractable_co,ECEC,h_TN,h_TC,moisture_content,dh_TN,dh_TC
6_demultiplex.bc1024--bc1096.hifi_reads,H5,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1098.hifi_reads,H6,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1100.hifi_reads,H7,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1101.hifi_reads,H8,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1105.hifi_reads,H9,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1107.hifi_reads,H10,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6_demultiplex.bc1024--bc1110.hifi_reads,H11,2,gillian,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_demultiplex.bc1005--bc1076.hifi_reads,A1,2,sample,8JF.02,8JF.02.11,NA,NA,53.829639,-0.534361,452.47,327.83,538.44,50,1,10,"1,10",,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1005--bc1082.hifi_reads,A2,2,sample,8JF.02,8JF.02.19,NA,NA,53.829639,-0.534361,452.47,327.83,538.44,50,9,2,"9,2",,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1005--bc1083.hifi_reads,A3,2,sample,DF33.01,DF33.01.06,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,6,6,"6,6",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1005--bc1089.hifi_reads,A4,2,sample,DF33.01,DF33.01.14,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,4,7,"4,7",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1005--bc1096.hifi_reads,A5,2,sample,6FX.03,6FX.03.01,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,1,1,"1,1",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1005--bc1098.hifi_reads,A6,2,sample,6FX.03,6FX.03.09,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,9,9,"9,9",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1005--bc1100.hifi_reads,A7,2,sample,6FX.03,6FX.03.17,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,7,4,"7,4",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1005--bc1101.hifi_reads,A8,2,sample,6DA.01,6DA.01.04,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,4,4,"4,4",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1005--bc1105.hifi_reads,A9,2,sample,6DA.01,6DA.01.12,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,2,9,"2,9",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1005--bc1107.hifi_reads,A10,2,sample,6DA.01,6DA.01.20,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,10,1,"10,1",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1005--bc1110.hifi_reads,A11,2,sample,MD7.01,MD7.01.07,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,7,7,"7,7",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
7_demultiplex.bc1005--bc1112.hifi_reads,A12,2,sample,MD7.01,MD7.01.15,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,5,6,"5,6",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
7_demultiplex.bc1007--bc1076.hifi_reads,B1,2,sample,8JF.02,8JF.02.12,NA,NA,53.829639,-0.534361,452.47,327.83,538.44,50,2,9,"2,9",,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1007--bc1082.hifi_reads,B2,2,sample,8JF.02,8JF.02.20,NA,NA,53.829639,-0.534361,452.47,327.83,538.44,50,10,1,"10,1",,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1007--bc1083.hifi_reads,B3,2,sample,DF33.01,DF33.01.07,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,7,7,"7,7",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1007--bc1089.hifi_reads,B4,2,sample,DF33.01,DF33.01.15,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,5,6,"5,6",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1007--bc1096.hifi_reads,B5,2,sample,6FX.03,6FX.03.02,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,2,2,"2,2",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1007--bc1098.hifi_reads,B6,2,sample,6FX.03,6FX.03.10,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,10,10,"10,10",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1007--bc1100.hifi_reads,B7,2,sample,6FX.03,6FX.03.18,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,8,3,"8,3",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1007--bc1101.hifi_reads,B8,2,sample,6DA.01,6DA.01.05,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,5,5,"5,5",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1007--bc1105.hifi_reads,B9,2,sample,6DA.01,6DA.01.13,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,3,8,"3,8",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1007--bc1107.hifi_reads,B10,2,farmer_kit,6DA.01,6DA.1.91.FK,91,SFK,51.124333,-1.454944,757.68,237.13,686.62,NA,NA,NA,NA,,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1007--bc1110.hifi_reads,B11,2,sample,MD7.01,MD7.01.08,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,8,8,"8,8",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
7_demultiplex.bc1007--bc1112.hifi_reads,B12,2,sample,MD7.01,MD7.01.16,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,6,5,"6,5",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
7_demultiplex.bc1008--bc1076.hifi_reads,C1,2,sample,8JF.02,8JF.02.13,NA,NA,53.829639,-0.534361,452.47,327.83,538.44,50,3,8,"3,8",,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1008--bc1082.hifi_reads,C2,2,farmer_kit,8JF.02,8JF.2.96.FK,96,SFK,53.829639,-0.534361,452.47,327.83,538.44,NA,NA,NA,NA,,,4,2,2025,01/01/2024,02/04/2025,400,wheat,NA,wheat,NA,OSR,NA,wheat,NA,wheat,NA,OSR,NA,NA,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,NA,N 3x spring,Yes,NA,NA,NA,NA,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,Loamy,lime-rich,7.5,23,122,69,42.3,2819.5,4.9,6.8,133.3,205.4,42.9,0,0.8,19.8,0.21,2.42,2.73,0.215,2.49
7_demultiplex.bc1008--bc1083.hifi_reads,C3,2,sample,DF33.01,DF33.01.08,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,8,8,"8,8",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1008--bc1089.hifi_reads,C4,2,sample,DF33.01,DF33.01.16,NA,NA,53.1679557,-0.3351923,368.68,355.09,490.55,47,6,5,"6,5",,,20,1,2025,01/01/2024,20/01/2025,385,feed_wheat_2nd,NA,feed_wheat,NA,OSR,NA,feed_wheat_2nd,NA,feed_wheat,NA,maize,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.9,13,313,271,22.9,3071.4,3.5,5.8,91.6,341,110.8,0,0.7,24.3,0.415,5.5,5.15,0.437,5.78
7_demultiplex.bc1008--bc1096.hifi_reads,C5,2,sample,6FX.03,6FX.03.03,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,3,3,"3,3",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1008--bc1100.hifi_reads,C7,2,sample,6FX.03,6FX.03.19,NA,NA,52.043806,-0.917278,388.95,388.58,483.04,45,9,2,"9,2",,,4,3,2025,01/01/2024,03/04/2025,428,unknown,NA,unknown,NA,unknown,NA,unknown,NA,unknown,NA,NA,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,unknown,unknown,NA,NA,NA,unknown,NA,unknown,unknown,unknown,unknown,unknown,"Clayey, some loamy",high,7.1,24.4,174,48,22.9,3067.6,4.1,4.3,42,262.9,204.5,0,0.04,21.2,0.229,2.52,3.66,0.238,2.61
7_demultiplex.bc1008--bc1101.hifi_reads,C8,2,sample,6DA.01,6DA.01.06,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,6,6,"6,6",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1008--bc1105.hifi_reads,C9,2,sample,6DA.01,6DA.01.14,NA,NA,51.124333,-1.454944,757.68,237.13,686.62,66,4,7,"4,7",,,12,2,2025,01/01/2024,02/12/2025,408,winter_wheat,NA,OSR,NA,spring_barley,NA,wheat,NA,Spring linseed,NA,grass_ley,NA,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Strip tillage,Loamy,lime-rich,7.9,41,413,85,16.7,3132.3,2.5,10.2,91.4,101.3,153.8,0,0.3,22.9,0.362,8.99,3.48,0.374,9.31
7_demultiplex.bc1008--bc1107.hifi_reads,C10,2,sample,MD7.01,MD7.01.01,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,1,1,"1,1",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
7_demultiplex.bc1008--bc1110.hifi_reads,C11,2,sample,MD7.01,MD7.01.09,NA,NA,53.1762805,-0.3453237,619.08,372.71,695.04,67,9,9,"9,9",,,22,1,2025,01/01/2024,22/01/2025,387,group_2,NA,maize,NA,feed_wheat,NA,OSR,NA,group_1_2nd,NA,spring_wheat,NA,NA,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NA,Per crop requirements,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Primary tilling,Peaty,low to high,7.7,27.2,363,148,22.3,3474.2,6.3,7.9,54.3,377.7,91.5,0,0.4,25.7,0.5,6.87,5.41,0.527,7.24
